40881;Sliding Two Fingers Down
86318;Turning Hand Clockwise
22613;Thumb Up
142741;Zooming In With Full Hand
1289;Sliding Two Fingers Left
39088;Turning Hand Clockwise
118779;Turning Hand Clockwise
59386;Shaking Hand
111296;Swiping Up
49200;Rolling Hand Forward
18056;Swiping Up
72488;Rolling Hand Forward
116788;Sliding Two Fingers Up
35807;Drumming Fingers
55705;Sliding Two Fingers Down
75613;Pulling Hand In
121120;Pulling Two Fingers In
129771;Pushing Hand Away
100741;Sliding Two Fingers Left
46260;Swiping Up
142559;Sliding Two Fingers Up
114674;No gesture
52944;Zooming Out With Two Fingers
114827;No gesture
117730;Pulling Two Fingers In
87642;Swiping Up
57968;Pulling Hand In
51861;Zooming In With Two Fingers
133108;Shaking Hand
136846;Turning Hand Clockwise
74438;Swiping Up
108964;Thumb Up
82864;Zooming In With Two Fingers
131638;Doing other things
105986;Pushing Two Fingers Away
105791;Swiping Left
100576;Pushing Two Fingers Away
56933;Pushing Two Fingers Away
38482;Swiping Left
125641;Sliding Two Fingers Up
78394;Swiping Right
108258;Rolling Hand Forward
5137;Sliding Two Fingers Down
75590;Sliding Two Fingers Up
126147;Doing other things
111880;Swiping Left
36494;Pushing Hand Away
97820;Rolling Hand Forward
59393;Zooming Out With Full Hand
39047;Zooming In With Full Hand
19709;Pulling Hand In
54545;Drumming Fingers
43404;Doing other things
88051;No gesture
73698;Pushing Hand Away
51084;No gesture
85276;Stop Sign
16841;Shaking Hand
55697;Doing other things
98736;Drumming Fingers
77724;Sliding Two Fingers Down
105163;Shaking Hand
70120;Pulling Two Fingers In
90819;Zooming In With Full Hand
147456;Swiping Left
61910;Zooming In With Two Fingers
21234;Zooming Out With Two Fingers
95139;Turning Hand Clockwise
93110;Thumb Up
9913;Zooming In With Full Hand
110993;Drumming Fingers
58302;Drumming Fingers
6022;No gesture
23903;No gesture
25891;Doing other things
64505;Pulling Hand In
14161;Shaking Hand
50400;Pulling Hand In
122765;Swiping Up
92896;Zooming In With Full Hand
83147;Zooming Out With Two Fingers
111299;Pushing Hand Away
136771;Thumb Up
142912;Zooming Out With Two Fingers
60926;Sliding Two Fingers Right
75238;Swiping Left
33220;No gesture
72511;Sliding Two Fingers Up
39319;Swiping Left
136822;Swiping Down
52906;Swiping Right
12696;Swiping Down
55998;Zooming In With Two Fingers
126229;Zooming In With Full Hand
64810;Shaking Hand
51477;Drumming Fingers
104847;Sliding Two Fingers Down
113147;Swiping Left
117167;Rolling Hand Backward
110455;Sliding Two Fingers Right
75261;Pulling Two Fingers In
84841;Zooming In With Two Fingers
39824;Turning Hand Counterclockwise
84384;Stop Sign
41319;Rolling Hand Backward
12588;Zooming In With Full Hand
25805;Zooming In With Full Hand
26719;Shaking Hand
11748;Stop Sign
72685;Rolling Hand Backward
52825;Thumb Up
84237;No gesture
62707;Rolling Hand Backward
20859;Pushing Hand Away
116729;Zooming Out With Two Fingers
54856;Swiping Up
41465;Rolling Hand Forward
25699;Rolling Hand Forward
31082;Sliding Two Fingers Right
96825;Zooming Out With Full Hand
125509;Doing other things
79410;Rolling Hand Forward
56683;No gesture
116383;Zooming Out With Full Hand
84901;Doing other things
140123;Zooming In With Two Fingers
75576;Rolling Hand Forward
8466;No gesture
67863;Thumb Up
91792;Pulling Two Fingers In
133657;Drumming Fingers
110800;Swiping Down
92971;Pushing Two Fingers Away
45915;Zooming Out With Two Fingers
17743;Pushing Two Fingers Away
68727;Pushing Two Fingers Away
134801;No gesture
94725;No gesture
64895;Pulling Hand In
60289;Sliding Two Fingers Down
55450;Zooming Out With Two Fingers
123453;Sliding Two Fingers Left
68138;Doing other things
22189;Sliding Two Fingers Up
84437;Sliding Two Fingers Left
53151;Thumb Up
63596;Shaking Hand
91419;Sliding Two Fingers Down
111679;Swiping Right
66147;Thumb Up
53538;Zooming In With Full Hand
68933;Stop Sign
24918;Thumb Down
59226;Zooming In With Two Fingers
135294;Swiping Right
69285;Pushing Two Fingers Away
36753;Turning Hand Clockwise
97230;Thumb Down
16198;Swiping Right
136270;Drumming Fingers
60953;Sliding Two Fingers Up
51144;Pulling Hand In
142135;Rolling Hand Backward
103305;Swiping Right
98918;Drumming Fingers
72295;Sliding Two Fingers Up
32596;Thumb Down
3527;Sliding Two Fingers Up
105706;Sliding Two Fingers Right
101807;Stop Sign
145771;Swiping Right
5203;Pulling Hand In
133268;Pushing Hand Away
99935;Pushing Hand Away
48879;Turning Hand Clockwise
41521;Pushing Two Fingers Away
86146;Thumb Down
105959;Doing other things
1825;Pulling Hand In
835;Sliding Two Fingers Right
22459;Thumb Up
69234;Turning Hand Clockwise
64251;Pushing Two Fingers Away
75009;Pushing Two Fingers Away
110056;Zooming In With Two Fingers
144993;No gesture
2322;Zooming Out With Full Hand
57662;Swiping Up
3050;Zooming In With Two Fingers
110876;Turning Hand Counterclockwise
114831;Doing other things
130780;Rolling Hand Forward
131518;Zooming In With Full Hand
60958;Zooming Out With Two Fingers
33127;Turning Hand Clockwise
17752;Thumb Down
112490;Zooming In With Two Fingers
143389;Sliding Two Fingers Up
82495;Rolling Hand Forward
3578;Swiping Up
16788;Pushing Two Fingers Away
140329;Zooming Out With Full Hand
25107;Sliding Two Fingers Right
59807;Pushing Hand Away
30433;Zooming Out With Two Fingers
101212;Sliding Two Fingers Right
22724;No gesture
113830;Thumb Down
36544;Zooming Out With Two Fingers
41307;Doing other things
100498;Zooming In With Two Fingers
15974;Rolling Hand Backward
61318;Sliding Two Fingers Right
117118;Sliding Two Fingers Up
111978;Pushing Hand Away
130343;Zooming In With Two Fingers
4777;Doing other things
60762;Thumb Down
51687;Pulling Hand In
81053;Pushing Hand Away
53895;Sliding Two Fingers Left
176;Sliding Two Fingers Left
140559;Pulling Two Fingers In
95020;Rolling Hand Forward
51379;Turning Hand Counterclockwise
57801;Shaking Hand
6531;Pulling Hand In
79950;Doing other things
48306;Thumb Up
24652;Sliding Two Fingers Right
63000;Doing other things
102451;Thumb Up
36169;Thumb Up
15429;Swiping Left
25315;Zooming In With Two Fingers
26409;Zooming Out With Full Hand
121094;Pushing Two Fingers Away
42390;Zooming Out With Full Hand
49703;Doing other things
18931;Thumb Up
22184;Thumb Down
19549;Pushing Hand Away
15465;Turning Hand Counterclockwise
42054;Swiping Down
89831;Zooming In With Two Fingers
112036;Thumb Down
32754;Swiping Down
70657;Sliding Two Fingers Left
42661;Pushing Two Fingers Away
47845;Sliding Two Fingers Down
84349;Sliding Two Fingers Down
12877;Swiping Up
12786;Zooming Out With Full Hand
47086;Thumb Up
115360;Sliding Two Fingers Up
37973;Doing other things
132650;Thumb Up
44405;Zooming Out With Two Fingers
62890;Sliding Two Fingers Up
124258;Drumming Fingers
44711;Shaking Hand
18870;Doing other things
34811;Drumming Fingers
2340;Stop Sign
59208;Pushing Hand Away
41841;Swiping Down
38373;Rolling Hand Backward
121718;Thumb Down
122943;Turning Hand Counterclockwise
95871;Stop Sign
134856;Shaking Hand
3492;Turning Hand Counterclockwise
102412;Drumming Fingers
75466;Stop Sign
73946;Pushing Hand Away
86691;Doing other things
15248;Drumming Fingers
89031;Zooming In With Two Fingers
3720;Sliding Two Fingers Left
129524;Pulling Hand In
97683;Swiping Up
25100;Thumb Up
11790;Doing other things
3452;Swiping Left
53945;Sliding Two Fingers Left
20894;Shaking Hand
7388;Turning Hand Clockwise
127843;Swiping Down
49469;Swiping Up
21598;Swiping Up
109777;Zooming Out With Two Fingers
130832;Zooming In With Two Fingers
11217;Sliding Two Fingers Up
75630;Turning Hand Clockwise
34592;Sliding Two Fingers Right
125940;Thumb Up
78455;Doing other things
114412;Rolling Hand Backward
82946;Pushing Two Fingers Away
53298;Rolling Hand Backward
127086;Rolling Hand Backward
876;Stop Sign
47572;No gesture
2912;Zooming Out With Two Fingers
95740;Shaking Hand
63130;Thumb Down
78641;Drumming Fingers
59113;Turning Hand Counterclockwise
121154;Swiping Down
7785;Shaking Hand
145942;Zooming Out With Full Hand
33366;Thumb Down
96410;Shaking Hand
10922;Pushing Hand Away
130848;No gesture
10185;Thumb Up
147247;Zooming In With Two Fingers
73495;Swiping Left
119960;Zooming Out With Full Hand
25505;Swiping Up
18823;Pulling Hand In
25977;Drumming Fingers
29992;Doing other things
31114;Pushing Hand Away
139405;Stop Sign
86811;Zooming Out With Two Fingers
11332;Doing other things
14637;Rolling Hand Backward
8671;Swiping Up
76465;Pushing Two Fingers Away
91312;Swiping Down
86594;Zooming In With Full Hand
14299;No gesture
100039;Sliding Two Fingers Right
17617;Zooming In With Two Fingers
14393;Rolling Hand Backward
83531;Pushing Hand Away
92517;Sliding Two Fingers Left
134714;Rolling Hand Backward
42113;Doing other things
37065;Pushing Two Fingers Away
100728;Pushing Hand Away
65499;Swiping Left
131313;Swiping Right
114470;Swiping Down
34065;Turning Hand Counterclockwise
77631;Stop Sign
7170;Thumb Down
33589;Rolling Hand Backward
58609;Pushing Hand Away
71053;Rolling Hand Forward
3094;Doing other things
80148;Swiping Right
37053;Shaking Hand
113916;Sliding Two Fingers Left
47344;Thumb Up
140869;Sliding Two Fingers Right
7050;Zooming Out With Two Fingers
80953;Rolling Hand Forward
125826;Zooming In With Full Hand
10598;Drumming Fingers
117454;No gesture
146793;Swiping Left
25912;Sliding Two Fingers Up
70911;Stop Sign
64275;Swiping Up
2449;Turning Hand Clockwise
87425;Drumming Fingers
51882;Swiping Left
144591;Pulling Two Fingers In
116965;Zooming In With Full Hand
81824;No gesture
100813;Pulling Hand In
16156;Doing other things
34158;Sliding Two Fingers Left
97762;Thumb Down
84426;Swiping Down
37404;Doing other things
112618;Doing other things
2204;Zooming In With Full Hand
1422;Doing other things
132729;Sliding Two Fingers Up
141488;Sliding Two Fingers Up
26362;Zooming In With Two Fingers
100561;Pulling Two Fingers In
33948;Pushing Hand Away
41450;Stop Sign
70628;Pulling Two Fingers In
131026;Shaking Hand
41420;Turning Hand Clockwise
85479;Turning Hand Counterclockwise
108586;Zooming Out With Two Fingers
53217;Sliding Two Fingers Up
97089;Sliding Two Fingers Down
26281;Drumming Fingers
112624;Doing other things
112475;Thumb Up
124251;Drumming Fingers
59943;Pushing Two Fingers Away
35445;Zooming In With Two Fingers
111710;Zooming In With Full Hand
64346;Zooming In With Two Fingers
79836;Sliding Two Fingers Down
9760;Doing other things
84764;Swiping Right
123598;Zooming Out With Two Fingers
109018;Rolling Hand Forward
105614;Sliding Two Fingers Up
1393;No gesture
31027;Pulling Two Fingers In
139553;Zooming In With Two Fingers
21536;Pulling Two Fingers In
75476;Sliding Two Fingers Down
86367;Rolling Hand Forward
16242;Zooming In With Full Hand
40388;Swiping Left
28030;Pushing Hand Away
126086;Thumb Down
20963;Zooming Out With Two Fingers
86750;Rolling Hand Backward
72837;Rolling Hand Backward
85850;Sliding Two Fingers Right
31738;Swiping Right
114473;Sliding Two Fingers Down
141072;Sliding Two Fingers Down
81599;Shaking Hand
99763;Drumming Fingers
11603;Pulling Hand In
129092;Sliding Two Fingers Down
47219;Zooming In With Two Fingers
37887;Doing other things
69455;Rolling Hand Forward
33934;Sliding Two Fingers Down
35970;Sliding Two Fingers Down
113099;Rolling Hand Backward
128353;Thumb Up
77675;Sliding Two Fingers Up
16367;Zooming In With Two Fingers
14959;Sliding Two Fingers Right
96542;Thumb Down
136126;Pulling Hand In
60360;Turning Hand Clockwise
144504;Doing other things
91770;Doing other things
144832;Rolling Hand Backward
140648;Pushing Two Fingers Away
27945;Swiping Right
114317;Drumming Fingers
18229;Thumb Down
42233;Sliding Two Fingers Right
45738;Turning Hand Clockwise
32575;Turning Hand Clockwise
101503;Pulling Hand In
51339;Pushing Hand Away
78722;Sliding Two Fingers Up
6871;Pulling Hand In
109603;Doing other things
114126;Stop Sign
19105;Thumb Up
105716;Swiping Down
91465;Swiping Right
102300;Pulling Two Fingers In
116498;Swiping Left
80302;Zooming Out With Two Fingers
92870;Rolling Hand Forward
94634;Stop Sign
82435;Thumb Up
39817;Swiping Up
67269;Rolling Hand Backward
93486;Pushing Hand Away
143753;Rolling Hand Forward
87452;Doing other things
102779;Sliding Two Fingers Right
27478;Zooming In With Full Hand
96853;Drumming Fingers
14436;Sliding Two Fingers Up
129232;Zooming Out With Full Hand
141075;Doing other things
145167;Drumming Fingers
35235;Sliding Two Fingers Right
29430;Zooming Out With Two Fingers
20009;Rolling Hand Forward
60055;Shaking Hand
136169;Swiping Down
34013;Zooming Out With Full Hand
95389;Drumming Fingers
33765;Sliding Two Fingers Down
118486;Sliding Two Fingers Down
25085;Zooming Out With Full Hand
20597;Swiping Right
92812;Sliding Two Fingers Down
37976;Zooming In With Two Fingers
61914;Sliding Two Fingers Up
28955;Turning Hand Clockwise
83883;Pushing Hand Away
46049;Rolling Hand Forward
76050;Doing other things
112499;Thumb Up
58460;Rolling Hand Forward
118724;Sliding Two Fingers Down
143053;Thumb Up
87636;Rolling Hand Backward
116967;Sliding Two Fingers Right
102426;Sliding Two Fingers Left
42662;Rolling Hand Backward
29222;Pushing Two Fingers Away
20768;No gesture
91066;Rolling Hand Backward
95854;Pushing Hand Away
9419;Zooming In With Full Hand
96069;Sliding Two Fingers Up
111300;Turning Hand Counterclockwise
46542;Zooming Out With Two Fingers
33856;Doing other things
50265;Swiping Right
1771;Sliding Two Fingers Up
73094;Turning Hand Clockwise
11701;Doing other things
25820;Thumb Down
27049;Shaking Hand
95462;Thumb Up
130959;Pushing Two Fingers Away
2299;Pushing Hand Away
12937;Swiping Up
28547;Rolling Hand Backward
25465;Sliding Two Fingers Up
60414;Rolling Hand Forward
2149;Shaking Hand
78077;Turning Hand Clockwise
4437;Pulling Two Fingers In
81651;Swiping Left
133303;Turning Hand Clockwise
35167;Doing other things
19287;Pulling Two Fingers In
6856;Sliding Two Fingers Left
87883;Drumming Fingers
56376;Stop Sign
14289;Sliding Two Fingers Left
122196;Sliding Two Fingers Right
55721;Pushing Hand Away
5684;Swiping Down
143729;Swiping Left
57259;Swiping Up
60430;Pulling Two Fingers In
41854;Turning Hand Counterclockwise
98114;Shaking Hand
141531;Sliding Two Fingers Up
63643;Pulling Hand In
128004;No gesture
10773;Shaking Hand
77011;Turning Hand Counterclockwise
24602;Pulling Two Fingers In
49247;Sliding Two Fingers Up
40717;Stop Sign
119948;Swiping Left
140234;Pushing Two Fingers Away
21564;Sliding Two Fingers Left
105451;Thumb Down
42979;Zooming In With Full Hand
57946;Stop Sign
103050;Rolling Hand Forward
136679;Pushing Two Fingers Away
108670;Zooming In With Full Hand
106842;Zooming In With Full Hand
65988;Drumming Fingers
28195;Doing other things
111293;Thumb Down
68129;Sliding Two Fingers Up
17021;Pulling Two Fingers In
69894;Swiping Right
82375;Doing other things
58522;Sliding Two Fingers Left
10082;Swiping Up
108595;Thumb Up
67530;Stop Sign
63112;Pushing Two Fingers Away
26231;Pushing Two Fingers Away
63180;Drumming Fingers
97888;Zooming Out With Two Fingers
74775;No gesture
41944;Zooming Out With Two Fingers
88710;Zooming In With Full Hand
49362;Pushing Hand Away
88912;Turning Hand Counterclockwise
93303;Swiping Left
145406;Zooming Out With Two Fingers
63915;Pushing Two Fingers Away
89526;Doing other things
106490;Thumb Up
100984;Zooming In With Full Hand
56904;Pushing Two Fingers Away
2413;Shaking Hand
53303;Pushing Hand Away
91524;Stop Sign
125865;Pushing Hand Away
62994;Sliding Two Fingers Left
92666;Shaking Hand
8591;Sliding Two Fingers Left
72465;Swiping Right
114244;Rolling Hand Backward
57730;Sliding Two Fingers Down
62813;Zooming In With Two Fingers
11533;Doing other things
128609;Swiping Up
126435;Zooming Out With Two Fingers
26042;Zooming Out With Two Fingers
122157;Swiping Down
58382;Swiping Right
136588;Pulling Hand In
46594;Doing other things
17157;Pushing Hand Away
69754;Sliding Two Fingers Up
97640;Doing other things
61068;Thumb Up
133038;Doing other things
97897;Pushing Two Fingers Away
112539;No gesture
141002;Thumb Up
65787;Sliding Two Fingers Up
2161;Swiping Up
140156;Drumming Fingers
38811;Swiping Down
36939;Pulling Hand In
145958;Zooming In With Two Fingers
104774;No gesture
1138;Sliding Two Fingers Up
47158;Sliding Two Fingers Down
39229;Swiping Down
18901;Shaking Hand
80494;No gesture
132368;Swiping Up
94413;Zooming Out With Two Fingers
119600;Zooming In With Two Fingers
78069;Pulling Hand In
84618;Swiping Up
110469;Swiping Left
21746;Zooming In With Full Hand
32908;Pushing Two Fingers Away
32730;Zooming In With Two Fingers
66114;Zooming Out With Two Fingers
55871;Sliding Two Fingers Left
138437;Swiping Down
144583;Swiping Left
60193;Pulling Two Fingers In
13359;Thumb Up
42375;Rolling Hand Backward
103225;Doing other things
5818;Stop Sign
55315;No gesture
121534;Sliding Two Fingers Right
79837;Sliding Two Fingers Down
46261;Pushing Hand Away
33828;Zooming In With Two Fingers
56602;Shaking Hand
22017;Rolling Hand Backward
112486;Turning Hand Clockwise
32423;Pulling Two Fingers In
5897;Doing other things
37748;Sliding Two Fingers Up
120782;Stop Sign
36764;Turning Hand Clockwise
144812;Pushing Two Fingers Away
40001;Sliding Two Fingers Down
83417;Rolling Hand Forward
118898;Turning Hand Counterclockwise
114451;No gesture
22331;Pushing Two Fingers Away
79750;Doing other things
40680;Pushing Hand Away
115640;Sliding Two Fingers Down
38949;Swiping Right
34529;Thumb Down
131483;Doing other things
88668;Sliding Two Fingers Up
118814;Pushing Two Fingers Away
9101;Pulling Hand In
63036;Swiping Left
49399;No gesture
102283;Rolling Hand Backward
129938;Drumming Fingers
146414;Sliding Two Fingers Left
31158;Sliding Two Fingers Up
80454;Sliding Two Fingers Left
74802;Turning Hand Counterclockwise
70722;Swiping Down
76795;Swiping Down
142366;Sliding Two Fingers Down
142561;Thumb Up
25144;No gesture
143158;Swiping Left
80103;Thumb Up
70759;Zooming In With Two Fingers
57464;Zooming Out With Two Fingers
90624;Shaking Hand
146803;Sliding Two Fingers Up
69600;Rolling Hand Forward
54191;Doing other things
137582;Swiping Right
121477;Doing other things
126129;Zooming Out With Full Hand
10290;Doing other things
8018;Sliding Two Fingers Up
114335;Zooming Out With Two Fingers
33658;No gesture
53108;Swiping Left
112951;Pushing Two Fingers Away
11991;Doing other things
83215;Sliding Two Fingers Right
72521;Sliding Two Fingers Left
129342;Zooming Out With Full Hand
25918;Zooming Out With Full Hand
97615;Pushing Hand Away
107685;Pushing Hand Away
19982;Drumming Fingers
27593;Swiping Right
106386;Drumming Fingers
140001;Doing other things
22313;Sliding Two Fingers Right
2923;No gesture
84571;Rolling Hand Forward
31653;Pulling Two Fingers In
10509;Doing other things
4093;Swiping Up
146317;Swiping Right
17422;Sliding Two Fingers Left
67115;Stop Sign
141612;Sliding Two Fingers Up
133467;Zooming Out With Full Hand
34566;Rolling Hand Backward
66310;Doing other things
98292;Drumming Fingers
14674;Swiping Right
71146;Swiping Up
91086;Swiping Left
29401;Sliding Two Fingers Down
10419;Drumming Fingers
1657;Stop Sign
101522;Shaking Hand
100596;Drumming Fingers
136046;Swiping Up
73344;Sliding Two Fingers Left
109434;Pulling Two Fingers In
100606;Sliding Two Fingers Right
72030;Shaking Hand
67303;Stop Sign
95948;Pushing Two Fingers Away
29207;Turning Hand Counterclockwise
112602;Pushing Two Fingers Away
33635;Shaking Hand
50298;Sliding Two Fingers Left
94986;Zooming In With Full Hand
127869;Zooming In With Full Hand
145195;Thumb Up
16432;Turning Hand Counterclockwise
108421;Thumb Down
116406;Thumb Down
135948;Drumming Fingers
62005;Turning Hand Counterclockwise
106087;Sliding Two Fingers Right
123336;Shaking Hand
80145;Thumb Up
45722;Pushing Hand Away
63918;Pushing Two Fingers Away
49661;Shaking Hand
146855;No gesture
54541;Pulling Hand In
1557;Sliding Two Fingers Left
122433;Zooming Out With Two Fingers
119824;Zooming In With Two Fingers
32520;Rolling Hand Forward
123689;Sliding Two Fingers Up
54964;Thumb Down
42484;Swiping Down
16764;No gesture
104628;Zooming In With Full Hand
146074;Pulling Hand In
146228;No gesture
35104;Pulling Two Fingers In
119370;Swiping Right
61814;Swiping Right
56251;Zooming Out With Two Fingers
7119;Doing other things
21160;Swiping Down
43852;No gesture
10083;Zooming Out With Two Fingers
55250;Sliding Two Fingers Up
126184;Sliding Two Fingers Left
130170;Rolling Hand Forward
30081;Sliding Two Fingers Left
2379;Zooming Out With Full Hand
118210;Pushing Two Fingers Away
120138;Swiping Right
46463;Swiping Up
97295;Doing other things
113292;Pushing Two Fingers Away
72679;Pushing Hand Away
49002;Rolling Hand Backward
60203;Sliding Two Fingers Left
13154;Zooming Out With Two Fingers
109081;Thumb Down
90562;Swiping Left
69696;Doing other things
75342;Sliding Two Fingers Up
5479;Sliding Two Fingers Left
109199;Rolling Hand Backward
75627;Doing other things
123835;Drumming Fingers
144527;Shaking Hand
128561;Pulling Hand In
25272;Swiping Up
141486;Pushing Hand Away
59401;Zooming In With Full Hand
93443;Sliding Two Fingers Left
27115;Swiping Right
59772;Sliding Two Fingers Up
81743;Turning Hand Clockwise
112241;Sliding Two Fingers Right
40012;Turning Hand Clockwise
60634;Rolling Hand Backward
39584;Swiping Down
65896;Turning Hand Clockwise
134464;Swiping Right
41789;Sliding Two Fingers Right
24925;Sliding Two Fingers Up
102132;Thumb Down
73444;Pulling Hand In
78260;Zooming Out With Full Hand
106440;Pushing Two Fingers Away
107241;Pushing Hand Away
31427;Swiping Left
98087;Pulling Two Fingers In
128628;Doing other things
34438;Sliding Two Fingers Left
107292;Zooming Out With Full Hand
107908;No gesture
7888;No gesture
47525;Sliding Two Fingers Up
46834;Zooming Out With Full Hand
108604;No gesture
6618;Pushing Hand Away
10936;Zooming In With Full Hand
38290;Thumb Down
105684;Sliding Two Fingers Down
28784;Sliding Two Fingers Down
47375;Swiping Left
145992;Pulling Two Fingers In
12899;Turning Hand Clockwise
132131;Swiping Right
88841;Stop Sign
100234;Pulling Two Fingers In
123228;No gesture
102232;Thumb Down
32074;Pulling Hand In
22779;Pulling Hand In
142067;Zooming In With Full Hand
44988;Zooming In With Two Fingers
27180;Sliding Two Fingers Up
95179;Thumb Down
108013;Sliding Two Fingers Right
121003;Swiping Down
142347;Pushing Two Fingers Away
17879;Swiping Right
6374;Sliding Two Fingers Right
23000;Doing other things
24100;Doing other things
104497;Rolling Hand Backward
131591;Drumming Fingers
61589;Doing other things
81072;Drumming Fingers
121958;Pulling Hand In
141120;Swiping Right
65885;Zooming In With Two Fingers
144792;Doing other things
49146;Rolling Hand Forward
146355;Sliding Two Fingers Right
60676;Shaking Hand
122125;Pushing Hand Away
62510;Zooming In With Full Hand
61870;Pulling Hand In
85437;Swiping Down
64355;Thumb Up
91952;Pushing Two Fingers Away
46470;Turning Hand Clockwise
133042;Rolling Hand Backward
112823;Turning Hand Counterclockwise
126750;Swiping Down
25738;Sliding Two Fingers Down
17643;Rolling Hand Forward
28624;Thumb Down
81075;Rolling Hand Backward
130694;Pulling Two Fingers In
74581;Swiping Left
20361;Zooming Out With Full Hand
31044;Thumb Up
13785;Drumming Fingers
128362;Zooming In With Full Hand
86855;Doing other things
46394;Rolling Hand Forward
41469;Pulling Hand In
135213;Pushing Hand Away
114747;Rolling Hand Forward
35424;Pushing Hand Away
90092;Zooming Out With Two Fingers
99901;No gesture
98339;Doing other things
25801;Rolling Hand Forward
121878;Pulling Two Fingers In
2925;Thumb Down
25695;Swiping Left
61288;Sliding Two Fingers Left
58915;No gesture
113120;Swiping Up
29663;Zooming Out With Full Hand
70376;Drumming Fingers
112376;Drumming Fingers
46746;Sliding Two Fingers Down
126378;Pushing Two Fingers Away
127217;Shaking Hand
75935;No gesture
107604;Doing other things
85551;Thumb Up
30750;Pulling Two Fingers In
98076;Doing other things
1102;Rolling Hand Backward
112877;No gesture
18793;Swiping Left
124913;Zooming In With Full Hand
18107;Rolling Hand Backward
85535;Shaking Hand
35489;Zooming Out With Full Hand
81785;Swiping Up
64428;Stop Sign
45501;Thumb Down
141820;Zooming In With Two Fingers
119975;Zooming In With Two Fingers
82690;Pushing Two Fingers Away
38371;Pushing Hand Away
11762;Zooming In With Two Fingers
29039;Turning Hand Clockwise
79454;Pushing Hand Away
35377;Doing other things
39776;Swiping Right
5751;Zooming Out With Two Fingers
12187;Zooming In With Two Fingers
64929;Thumb Down
72894;Zooming Out With Two Fingers
102057;Zooming Out With Full Hand
63699;Sliding Two Fingers Left
60204;Rolling Hand Forward
134600;Turning Hand Counterclockwise
111459;Stop Sign
70414;Sliding Two Fingers Up
23099;Swiping Down
17726;Swiping Down
2466;Swiping Up
51240;Pushing Two Fingers Away
136411;Zooming Out With Full Hand
127323;Swiping Right
19897;Zooming In With Full Hand
108277;Zooming Out With Full Hand
